"harbour"	"lon"	"lat"	"range"
"Hono-Heden"	"Hono-Heden"	11.664333	57.694833	3
"Hono-Klava"	"Hono-Klava"	11.65	57.681667	3
"Hono-Rod"	"Hono-Rod"	11.643333	57.7	3
"HONTENISSE"	"HONTENISSE"	3.96	51.4	3
"HOOGE"	"HOOGE"	8.533333333	54.56766667	3
"HOOKSIEL"	"HOOKSIEL"	8.083333333	53.63416667	3
"HOORN"	"HOORN"	5.06	52.64	3
"Hope Cove"	"Hope Cove"	-3.849999905	50.23333359	3
"HOPE COVE"	"HOPE COVE"	-3.85	50.23333333	3
"Hopeman"	"Hopeman"	-3.416666667	57.7	3
"HØRBY"	"HØRBY"	11.703	55.7411	3
"HORNBÆK"	"HORNBÆK"	12.4557	56.09	3
"HORNE"	"HORNE"	10.1671	55.1094	3
"Hornefors"	"Hornefors"	19.913	63.603833	3
"HORNSEA"	"HORNSEA"	-0.166666667	53.9	3
"HORSENS"	"HORSENS"	9.8432	55.8621	3
"Horte"	"Horte"	13.55	55.386667	3
"HORUMERSIEL"	"HORUMERSIEL"	8.017166667	53.6835	3
"HØRUPHAV"	"HØRUPHAV"	9.8925	54.9105	3
"Horvik"	"Horvik"	14.771667	56.041667	3
"HOU (NORDJYLLAND)"	"HOU (NORDJYLLAND)"	10.3669	57.0598	3
"Hougharry and Loch Eport"	"Hougharry and Loch Eport"	-7.55	57.6	3
"HOV (LANGELAND)"	"HOV (LANGELAND)"	10.9555	55.1474	3
"HOV (ØSTJYLLAND)"	"HOV (ØSTJYLLAND)"	10.2542	55.9135	3
"HØVÆNGE"	"HØVÆNGE"	11.611	54.6598	3
"Hovenaset"	"Hovenaset"	11.298333	58.37	3
"Hoviksnas"	"Hoviksnas"	11.766667	58.036667	3
"HOVSØR"	"HOVSØR"	8.501	56.5961	3
"HOVVIG"	"HOVVIG"	8.07	56.0924	3
"Howth"	"Howth"	-6.0669446	53.792778	3
"HOWTH"	"HOWTH"	-6.076518555	53.39034879	3
"Hoy"	"Hoy"	-3.2	58.8	3
"HOYLAKE"	"HOYLAKE"	-3.183333333	53.38333333	3
"HUBERTSBERG"	"HUBERTSBERG"	10.51733333	54.3675	3
"Hudiksvall"	"Hudiksvall"	17.121667	61.725	3
"Huelva"	"Huelva"	-6.95947391	37.25872806	3
"Hull"	"Hull"	-0.31666669	53.75	3
"HULL"	"HULL"	-0.333333333	53.71666667	3
"Hultungs"	"Hultungs"	19.030333	57.830167	3
"HUMLEBÆK"	"HUMLEBÆK"	12.5339	55.9615	3
"HUMLUM"	"HUMLUM"	8.551	56.5397	3
"Hummelvik"	"Hummelvik"	17.019667	58.640833	3
"HUNDESTED"	"HUNDESTED"	11.8531	55.9585	3
"Hunnebostrand"	"Hunnebostrand"	11.296667	58.441667	3
"HUSBY"	"HUSBY"	8.1757	56.2806	3
"Husum"	"Husum"	19.141667	63.33	3
"HUSUM"	"HUSUM"	9.0345	54.4675	3
"HVALPSUND"	"HVALPSUND"	9.2073	56.7009	3
"HVIDBJERG"	"HVIDBJERG"	9.7399	55.6496	3
"HVIDE SANDE"	"HVIDE SANDE"	8.1283	56.0022	3
"HVIDKILDE SØ (V. SVENDBORG)"	"HVIDKILDE SØ (V. SVENDBORG)"	10.3189	55.0433	3
"HWRA SFAKIWN"	"HWRA SFAKIWN"	24.119	35.199	3
"Hyppeln"	"Hyppeln"	11.618333	57.758333	3
"HYTHE"	"HYTHE"	1.083333333	51.06666667	3
"Ibiza"	"Ibiza"	1.43838049	38.91674301	3
"Ido"	"Ido"	16.765	57.71	3
"IERAPETRA"	"IERAPETRA"	25.745	35.005	3
"IERISSOS"	"IERISSOS"	23.879	40.401	3
"IESOLO"	"IESOLO"	12.649444	45.539444	3
"IGOYMENITSA"	"IGOYMENITSA"	20.2463	39.5018	3
"Ijmuiden"	"Ijmuiden"	4.5833335	52.466667	3
"IJmuiden/Velsen"	"IJmuiden/Velsen"	4.6	52.46666667	3
"Ile-d Aix"	"Ile-d Aix"	-1.175	46.016667	3
"Ile-d Houat"	"Ile-d Houat"	-2.95	47.38333333	3
"Ile-de-Bréhat"	"Ile-de-Bréhat"	-3	48.83333333	3
"Ile-Grande (Pleumeur-Bodou)"	"Ile-Grande (Pleumeur-Bodou)"	-3.516667	48.766667	3
"Iles du golfe du Morbihan (ens. de communes)"	"Iles du golfe du Morbihan (ens. de communes)"	-2.83	47.58	3
"Ilfracombe"	"Ilfracombe"	-4.1500001	51.183334	3
"ILFRACOMBE"	"ILFRACOMBE"	-4.116666667	51.21666667	3
"ILLEBØLLE"	"ILLEBØLLE"	10.7654	54.8779	3
"ILLER STRAND"	"ILLER STRAND"	9.6629	54.8704	3
"IMEROLIA (KASSIOPIS)"	"IMEROLIA (KASSIOPIS)"	19.54	39.47	3
"IMEROS"	"IMEROS"	25.332	40.919	3
"Immingham"	"Immingham"	-0.183333293	53.61666489	3
"IMMINGHAM"	"IMMINGHAM"	-0.216666667	53.6	3
"IMPERIA"	"IMPERIA"	8.05	43.883333	3
"Ingå Fiskehamn"	"Ingå Fiskehamn"	23.92366667	60.01433333	3
"Ingmarso"	"Ingmarso"	18.749	59.475667	3
"INISHBOFIN"	"INISHBOFIN"	10.2075	53.6125	3
"INISHOWEN"	"INISHOWEN"	-6.931700743	55.22394144	3
"INISHTURK"	"INISHTURK"	-10.09	53.71	3
"Inlangan"	"Inlangan"	15.7725	56.05	3
"INSTOW"	"INSTOW"	-4.166666667	51.05	3
"INVER/ST JOHNS POINT"	"INVER/ST JOHNS POINT"	-8.277671369	54.65233219	3
"Inverallochy"	"Inverallochy"	-1.930555556	57.67694444	3
"Inveraray"	"Inveraray"	-5.068611111	56.23166667	3
"Invergordon"	"Invergordon"	-4.166666667	57.68333333	3
"INVERIN"	"INVERIN"	-9.224094464	54.28173729	3
"Inverness"	"Inverness"	-4.232777778	57.48833333	3
"IOS"	"IOS"	25.26753	36.71915	3
"Ipswich"	"Ipswich"	1.149999976	52.03333282	3
"IPSWICH"	"IPSWICH"	1.166666667	52.08333333	3
"IRAKLEIA"	"IRAKLEIA"	25.435	36.852	3
"IRAKLEIO"	"IRAKLEIO"	25.14645	35.34686	3
"Irvine"	"Irvine"	-4.683333333	55.6	3
"ISCHIA"	"ISCHIA"	13.95	40.733333	3
"Isigny (Isigny-sur-Mer)"	"Isigny (Isigny-sur-Mer)"	-1.1	49.316667	3
"ISLA CRISTINA"	"ISLA CRISTINA"	-7.32817288	37.20524686	3
"ISLA DE AROSA"	"ISLA DE AROSA"	-8.8663988	42.56683834	3
"ISLA DE TABARCA"	"ISLA DE TABARCA"	-0.47725923	38.16795268	3
"Islandmagee"	"Islandmagee"	-5.707777977	54.83139038	3
"ISLANDMAGEE"	"ISLANDMAGEE"	-5.7	54.81666667	3
"Islay"	"Islay"	-6.263333333	55.80638889	3
"ISLE OF SHEPPEY"	"ISLE OF SHEPPEY"	0.816666667	51.4	3
"Isle Of Whithorn"	"Isle Of Whithorn"	-4.366666667	54.71666667	3
"ISOLA DELLE FEMMINE"	"ISOLA DELLE FEMMINE"	13.25	38.2	3
"ISOLE TREMITI"	"ISOLE TREMITI"	15.5	42.116667	3
"Issan (Soussans)"	"Issan (Soussans)"	-0.683333	45.05	3
"ITCHENOR/EAST WITTERING"	"ITCHENOR/EAST WITTERING"	-0.866666667	50.8	3
"ITZEHOE"	"ITZEHOE"	9.484166667	53.91716667	3
"Ivarsboda"	"Ivarsboda"	20.690333	63.857	3
"Izola"	"Izola"	13.65666667	45.54166667	3
"JÆGERSPRIS"	"JÆGERSPRIS"	11.9854	55.8552	3
"Jantar"	"Jantar"	19.0335	54.334	3
"Jarflotta"	"Jarflotta"	17.913	58.837333	3
"Jarnasklubb"	"Jarnasklubb"	19.678333	63.438333	3
"Jaroslawiec"	"Jaroslawiec"	16.53366667	54.53383333	3
"Jarsjo"	"Jarsjo"	18.515333	60.13	3
"Jarstad"	"Jarstad"	16.4425	58.638	3
"Jastarnia"	"Jastarnia"	18.66716667	54.684	3
"Javea"	"Javea"	0.18545826	38.79797144	3
"JEGINDØ"	"JEGINDØ"	8.6357	56.6517	3
"Jelitkowo"	"Jelitkowo"	18.584	54.41733333	3
"Jersey"	"Jersey"	-2.1258333	49.215279	3
"JERSEY"	"JERSEY"	-2.1258333	49.215279	3
"Joggeso"	"Joggeso"	14.982333	56.14	3
"John O Groats"	"John O Groats"	-3.066666667	58.68333333	3
"Johnshaven"	"Johnshaven"	-2.316666667	56.78333333	3
"Jonsberg"	"Jonsberg"	16.841333	58.523667	3
"Jonstorp"	"Jonstorp"	12.675333	56.236667	3
"Jordo"	"Jordo"	15.4235	56.158667	3
"JUELSMINDE"	"JUELSMINDE"	10.0144	55.7136	3
"JULSØ"	"JULSØ"	9.5701	56.0835	3
"JUNGET"	"JUNGET"	9.0994	56.7626	3
"JUNGSHOVED KIRKEHAVN"	"JUNGSHOVED KIRKEHAVN"	12.1387	55.1014	3
"Juniskar"	"Juniskar"	17.46	62.296667	3
"Junkon"	"Junkon"	22.406667	65.456667	3
"Jura"	"Jura"	-5.921388889	56.02805556	3
"Jutholmen"	"Jutholmen"	18.41	59.124667	3
"JYLLINGE"	"JYLLINGE"	12.1099	55.751	3
"KALAMARIA"	"KALAMARIA"	22.944	40.593	3
"KALAMATA"	"KALAMATA"	22.105	37.023	3
"Käldinge"	"Käldinge"	22.05716667	60.17483333	3
"Kalix"	"Kalix"	23.145	65.853333	3
"Kallahamn"	"Kallahamn"	16.996333	57.109333	3
"Kallax"	"Kallax"	22.0725	65.520833	3
"Kallin"	"Kallin"	-7.205277778	57.48111111	3
"Kallo-Knippla"	"Kallo-Knippla"	11.655	57.75	3
"Kallso"	"Kallso"	16.885	58.371333	3
"Kallviken"	"Kallviken"	21.375	64.33	3
"Kalmar"	"Kalmar"	16.373333	56.66	3
"KALUNDBORG"	"KALUNDBORG"	11.0934	55.6797	3
"KALVEHAVE"	"KALVEHAVE"	12.1614	54.9966	3
"KALVØ"	"KALVØ"	9.2797	55.073	3
"Kalvsund"	"Kalvsund"	11.685	57.711667	3
"KALYMNOS (Auction Hall)"	"KALYMNOS (Auction Hall)"	26.992	36.948	3
"KAMARES"	"KAMARES"	24.676	36.99	3
"KAMARIWTISSA"	"KAMARIWTISSA"	25.471	40.476	3
"Kamien Pomorski"	"Kamien Pomorski"	14.76683333	53.96716667	3
"Kamienica Elblaska"	"Kamienica Elblaska"	19.40033333	54.26666667	3
"KAMMINKE"	"KAMMINKE"	14.20133333	53.85133333	3
"Kampersvik"	"Kampersvik"	11.285833	58.646333	3
"Kangson"	"Kangson"	22.37	65.845	3
"KAPPELN"	"KAPPELN"	9.9335	54.65083333	3
"Kappelshamn"	"Kappelshamn"	18.791667	57.848333	3
"Kappelskar"	"Kappelskar"	19.051667	59.715	3
"KAPSALI"	"KAPSALI"	23.003	36.125	3
"Karakas"	"Karakas"	14.26	55.68	3
"KARBY VIG"	"KARBY VIG"	8.5593	56.7537	3
"KARDAMENA"	"KARDAMENA"	27.08	36.46	3
"KARDAMYLA"	"KARDAMYLA"	26.114	38.5414	3
"Karehamn"	"Karehamn"	16.891667	56.956667	3
"Karingon"	"Karingon"	11.368333	58.113333	3
"Karlholmsbruk"	"Karlholmsbruk"	17.643833	60.526	3
"KARLOVASI"	"KARLOVASI"	26.701	37.801	3
"Karlsborgsverken"	"Karlsborgsverken"	23.308333	65.791667	3
"KARLSHAGEN"	"KARLSHAGEN"	13.80133333	54.10083333	3
"Karlshamn"	"Karlshamn"	14.865	56.168333	3
"Karlshamn, Vagga"	"Karlshamn, Vagga"	14.888333	56.155	3
"Karlskrona"	"Karlskrona"	15.591667	56.168333	3
"Karlskrona, Salto"	"Karlskrona, Salto"	15.573333	56.161667	3
"Karlskrona, Verko"	"Karlskrona, Verko"	15.633333	56.17	3
"KARLSLUNDE"	"KARLSLUNDE"	12.2294	55.5702	3
"Karod"	"Karod"	11.84	58.202	3
"KARPATHOS"	"KARPATHOS"	27.21	35.509	3
"KARREBÆKSMINDE"	"KARREBÆKSMINDE"	11.6464	55.1779	3
"Karsibor"	"Karsibor"	14.2833	53.85	3
"Karwia"	"Karwia"	18.25083333	54.83333333	3
"KARYSTOS"	"KARYSTOS"	24.419	38.009	3
"Kaseberga"	"Kaseberga"	14.066667	55.383333	3
"KASENORT"	"KASENORT"	9.400833333	53.901	3
"Kaskö"	"Kaskö"	21.21683333	62.3405	3
"Kasnäs"	"Kasnäs"	22.40833333	59.919	3
"Kastellac h (Plouguerneau)"	"Kastellac h (Plouguerneau)"	-4.5	48.6	3
"KASTRI VIANNOY"	"KASTRI VIANNOY"	25.296	34.983	3
"KASTRUP"	"KASTRUP"	12.6544	55.6359	3
"KATAKOLO"	"KATAKOLO"	21.317	37.649	3
"KATAPOLA"	"KATAPOLA"	25.865	36.83	3
"Katthammarsvik"	"Katthammarsvik"	18.856667	57.436667	3
"Kattilo"	"Kattilo"	16.887	58.193333	3
"Kattvik"	"Kattvik"	12.7585	56.461333	3
"KATWIJK"	"KATWIJK"	4.41	52.2	3
"Katy rybackie"	"Katy rybackie"	19.2333	54.35	3
"Katy Rybackie I"	"Katy Rybackie I"	19.2175	54.3335	3
"Katy Rybackie II"	"Katy Rybackie II"	19.217	54.35016667	3
"KAVALA (Auction Hall)"	"KAVALA (Auction Hall)"	24.521	40.954	3
"KEFALOS"	"KEFALOS"	26.973	36.736	3
"Keihässalmi"	"Keihässalmi"	35.35116667	67.03916667	3
"Keiss"	"Keiss"	-3.116666667	58.51666667	3
"KELLENHUSEN"	"KELLENHUSEN"	11.068	54.18416667	3
"KELLS"	"KELLS"	-9.841516667	52.06006389	3
"KELSTRUP STRAND"	"KELSTRUP STRAND"	9.5886	55.1936	3
"KENMARE"	"KENMARE"	-9.588146245	51.87784303	3
"KERAMWTI"	"KERAMWTI"	24.697	40.857	3
"Kérascouët (Hôpital-Camfrout)"	"Kérascouët (Hôpital-Camfrout)"	-4.233333	48.333333	3
"KERATSINI (Auction Hall)"	"KERATSINI (Auction Hall)"	23.612	37.958	3
"Kerdruc (Névez)"	"Kerdruc (Névez)"	-3.783333	47.816667	3
"Kérity (Penmarch)"	"Kérity (Penmarch)"	-4.333333333	47.8	3
"KERKYRA"	"KERKYRA"	19.924	39.617	3
"Kerlouan"	"Kerlouan"	-4.366667	48.65	3
"Kerroch (Ploemeur)"	"Kerroch (Ploemeur)"	-3.433333	47.733333	3
"KERTEMINDE"	"KERTEMINDE"	10.6601	55.4507	3
"KETELSBY"	"KETELSBY"	9.8505	54.60016667	3
"KETTING NOR"	"KETTING NOR"	9.8991	54.9668	3
"KEYHAVEN"	"KEYHAVEN"	-1.566666667	50.71666667	3
"KIATO"	"KIATO"	22.793	37.97	3
"Kiddon"	"Kiddon"	11.246	58.529333	3
"KIEL"	"KIEL"	10.15066667	54.33333333	3
"Kieldrecht"	"Kieldrecht"	4.166666667	51.28333333	3
"Kihnu"	"Kihnu"	24.02033333	58.14166667	3
"KILBAHA"	"KILBAHA"	-9.855322277	52.56027554	3
"KILCUMMIN"	"KILCUMMIN"	-10.11083333	52.23972222	3
"KILKEE"	"KILKEE"	-9.62959537	52.68017363	3
"Kilkeel"	"Kilkeel"	-5.9908333	54.059723	3
"KILKEEL"	"KILKEEL"	-6	54.06666667	3
"KILLALA"	"KILLALA"	-9.222356308	54.21203307	3
"KILLARY"	"KILLARY"	-9.879728433	53.64875041	3
"Killingsholmen"	"Killingsholmen"	11.926767	57.575117	3
"Killough"	"Killough"	-5.616666794	54.23333359	3
"KILLOUGH"	"KILLOUGH"	-5.633333333	54.25	3
"Killybegs"	"Killybegs"	-8.4333334	54.616665	3
"KILLYBEGS"	"KILLYBEGS"	-8.467612151	54.6453501	3
"Killyleagh"	"Killyleagh"	-5.616666794	54.40000153	3
"KILLYLEAGH"	"KILLYLEAGH"	-5.716666667	54.4	3
"KILMACALOGUE"	"KILMACALOGUE"	-9.806898565	51.77961165	3
"Kilmore Quay"	"Kilmore Quay"	-6.587500095	52.17166519	3
"KILMORE QUAY"	"KILMORE QUAY"	-6.590835586	52.16324932	3
"KILRUSH"	"KILRUSH"	-9.467891558	52.63833897	3
"KIMMERIDGE"	"KIMMERIDGE"	-2.116666667	50.61666667	3
"KIMWLOS"	"KIMWLOS"	24.589	36.792	3
"Kincardine"	"Kincardine"	-3.714444444	56.06861111	3
"KINCASSLAGH"	"KINCASSLAGH"	-8.404722222	55.03430556	3
"KINDVIG"	"KINDVIG"	12.1106	55.0453	3
"Kinghorn"	"Kinghorn"	-3.176944444	56.07027778	3
"Kings Lynn"	"Kings Lynn"	0.40000001	52.75	3
"KINGS LYNN"	"KINGS LYNN"	0.383333333	52.75	3
"KINGSBRIDGE"	"KINGSBRIDGE"	-3.766666667	50.28333333	3
"Kingswear"	"Kingswear"	-3.5711112	50.347221	3
"KINGSWEAR"	"KINGSWEAR"	-3.566666667	50.33333333	3
"Kinlochbervie"	"Kinlochbervie"	-5.051111111	58.45666667	3
"Kinlochleven"	"Kinlochleven"	-4.99	56.7	3
"KINSALE"	"KINSALE"	-8.530559994	51.69781382	3
"KINVARRA"	"KINVARRA"	-8.936141745	53.13851444	3
"Kippford"	"Kippford"	-3.783333333	54.86666667	3
"KIRCHDORF"	"KIRCHDORF"	11.434	53.9845	3
"KIRCUBBIN"	"KIRCUBBIN"	-5.533333333	54.48333333	3
"Kirkcaldy"	"Kirkcaldy"	-3.15	56.1	3
"Kirkcudbright"	"Kirkcudbright"	-4.05	54.83333333	3
"Kirkwall"	"Kirkwall"	-2.95	58.98333333	3
"Kirtomy"	"Kirtomy"	-4.15	58.53333333	3
"KISSAMOS"	"KISSAMOS"	23.653	35.499	3
"KITROS"	"KITROS"	22.633	40.379	3
"Kivik"	"Kivik"	14.23	55.688333	3
"Kiviniemi (Kello)"	"Kiviniemi (Kello)"	25.32666667	65.11233333	3
"Kladesholmen"	"Kladesholmen"	11.54	57.946667	3
"Klagshamn"	"Klagshamn"	12.895	55.521667	3
"Klaipeda"	"Klaipeda"	21.11666667	55.71666667	3
"Klamila"	"Klamila"	35.44416667	67.1785	3
"KLEGOD"	"KLEGOD"	8.1222	56.088	3
"KLEIN-ZICKER"	"KLEIN-ZICKER"	13.68416667	54.268	3
"KLEVENDEICH"	"KLEVENDEICH"	9.6005	53.66716667	3
"KLIM STRAND"	"KLIM STRAND"	9.1013	57.0825	3
"KLINT"	"KLINT"	11.5956	55.9525	3
"KLINTEBJERG"	"KLINTEBJERG"	10.4492	55.4822	3
"Klintehamn"	"Klintehamn"	18.193333	57.39	3
"KLINTHOLM HAVN"	"KLINTHOLM HAVN"	12.4704	54.9534	3
"KLITGÅRDS FISKERLEJE"	"KLITGÅRDS FISKERLEJE"	9.6848	57.0244	3
"KLITMØLLER"	"KLITMØLLER"	8.494	57.0399	3
"Klobbskat"	"Klobbskat"	21.09	63.30333333	3
"KLODSKOV"	"KLODSKOV"	11.8253	54.8194	3
"KLOSTER"	"KLOSTER"	8.1778	56.1265	3
"KLUNDERT"	"KLUNDERT"	5.56	52.95	3
"Klungsten"	"Klungsten"	18.006667	60.540833	3
"KNEBEL"	"KNEBEL"	10.4868	56.2133	3
"Knippla"	"Knippla"	11.6545	57.749667	3
"KNOCKADOON"	"KNOCKADOON"	-7.86	51.883	3
"Knoso"	"Knoso"	15.6725	56.163333	3
"KNUD"	"KNUD"	9.3864	55.1941	3
"KNUDSØ"	"KNUDSØ"	9.4694	56.063	3
"KØBENHAVN"	"KØBENHAVN"	12.5693	55.6763	3
"KOELPINSEE"	"KOELPINSEE"	14.03333333	54.03433333	3
"KØGE"	"KØGE"	12.182	55.4554	3
"KØGE SØNAKKE"	"KØGE SØNAKKE"	12.2328	55.2401	3
"KOILADA"	"KOILADA"	23.108	37.423	3
"KOKKINOS PYRGOS"	"KOKKINOS PYRGOS"	24.735	35.08	3
"Kolboda"	"Kolboda"	16.209167	56.528667	3
"KOLBY KÅS"	"KOLBY KÅS"	10.5348	55.7998	3
"KOLDING"	"KOLDING"	9.4734	55.4864	3
"KOLLERUPSTRAND"	"KOLLERUPSTRAND"	9.1261	57.0837	3
"KOLLMAR"	"KOLLMAR"	9.483833333	53.7175	3
"Kolobrzeg"	"Kolobrzeg"	15.55033333	54.18366667	3
"KONGSGÅRDE"	"KONGSGÅRDE"	10.5206	56.1486	3
"Konikarvo (Rahja)"	"Konikarvo (Rahja)"	23.68666667	64.21666667	3
"Koper"	"Koper"	13.72944444	45.54694444	3
"Kopmanholmen"	"Kopmanholmen"	18.578333	63.178333	3
"Korejou / Saint-Michel (Plouguerneau)"	"Korejou / Saint-Michel (Plouguerneau)"	-4.5	48.6	3
"Kõrgessaare"	"Kõrgessaare"	22.46433333	58.993	3
"KORINTHOS"	"KORINTHOS"	22.932	37.994	3
"KORISSIA"	"KORISSIA"	24.293	37.654	3
"Korshamn"	"Korshamn"	11.05	58.895	3
"KORSHAVN (V. AVERNAKØ)"	"KORSHAVN (V. AVERNAKØ)"	10.315	55.0124	3
"KORSHAVN (V. FYNS HOVED)"	"KORSHAVN (V. FYNS HOVED)"	10.6137	55.6092	3
"KORSØR"	"KORSØR"	11.1436	55.3295	3
"KORTGENE"	"KORTGENE"	3.8	51.56	3
"KORWNI"	"KORWNI"	21.962	39.796	3
"KOSEROW"	"KOSEROW"	14	53.05666667	3
"KOYFONISI"	"KOYFONISI"	25.619	39.946	3
"KRAGENÆS"	"KRAGENÆS"	11.3557	54.9156	3
"Krakmaro"	"Krakmaro"	16.922167	58.221667	3
"KRAMNITZE"	"KRAMNITZE"	11.2636	54.7037	3
"KREUZDEICH"	"KREUZDEICH"	9.5515	53.65133333	3
"KRIK"	"KRIK"	8.1646	56.4628	3
"Kristianopel"	"Kristianopel"	16.063333	56.258333	3
"KROESLIN"	"KROESLIN"	13.75066667	54.11716667	3
"Krokas"	"Krokas"	14.76	56.05	3
"Krokstrand"	"Krokstrand"	11.441667	59.0075	3
"KRONSGAARD"	"KRONSGAARD"	9.9835	54.71783333	3
"Krossekarr"	"Krossekarr"	11.218667	58.695167	3
"Krossholmen"	"Krossholmen"	11.719667	57.689667	3
"Krynica Morska"	"Krynica Morska"	19.45	54.3833	3
"Krynica Morska I"	"Krynica Morska I"	19.43416667	54.36733333	3
"Krynica Morska II"	"Krynica Morska II"	19.43333333	54.3835	3
"KUEHLUNGSBORN"	"KUEHLUNGSBORN"	11.76716667	54.15033333	3
"Kuggeboda"	"Kuggeboda"	15.378333	56.141667	3
"Kuivastu"	"Kuivastu"	23.38333333	58.56666667	3
"KULHUSE"	"KULHUSE"	11.9137	55.927	3
"Kullavik"	"Kullavik"	11.926667	57.55	3
"Kunda"	"Kunda"	26.5415	59.52116667	3
"Kungsbacka"	"Kungsbacka"	12.075	57.486667	3
"Kungshamn"	"Kungshamn"	11.25	58.361667	3
"Kungsviken"	"Kungsviken"	11.583333	58.233333	3
"Kurkse"	"Kurkse"	24.01716667	59.28833333	3
"Kuusinen"	"Kuusinen"	35.63566667	67.09233333	3
"Kuznica"	"Kuznica"	18.5675	54.73333333	3
"KVÆSTHUSBROEN"	"KVÆSTHUSBROEN"	12.3575	55.409	3
"Kvarnviken"	"Kvarnviken"	16.5195	57.303	3
"Kvarsebo"	"Kvarsebo"	16.633333	58.638	3
"KWS"	"KWS"	27.066	36.843	3
"Kyle"	"Kyle"	-5.713055556	57.27916667	3
"Kyles Of Bute"	"Kyles Of Bute"	-5.222222222	55.88222222	3
"Kylesku"	"Kylesku"	-5.016666667	58.25	3
"KYLLINI"	"KYLLINI"	21.149	37.935	3
"Kyls Strand"	"Kyls Strand"	14.2405	55.437667	3
"KYMI"	"KYMI"	24.131	38.631	3
"KYPARISSIA"	"KYPARISSIA"	21.651	37.255	3
"Kyrkbacken"	"Kyrkbacken"	12.676667	55.908333	3
"Kyrkesund"	"Kyrkesund"	11.516667	58.015	3
"KYTTRUP"	"KYTTRUP"	8.2962	56.3115	3
"L Aiguillon-sur-Mer"	"L Aiguillon-sur-Mer"	-1.3	46.333333	3
"L Arcouëst / Cornec (Ploubazlanec)"	"L Arcouëst / Cornec (Ploubazlanec)"	-3.033333	48.8	3
"L Eguille"	"L Eguille"	-0.983333	45.7	3
"L Epoids (Beauvoir-sur-Mer)"	"L Epoids (Beauvoir-sur-Mer)"	-2.05	46.916667	3
"L Herbaudière (Noirmoutier-en-l Île)"	"L Herbaudière (Noirmoutier-en-l Île)"	-2.225	47.008333	3
"L Herbe (Lège-Cap-Ferret)"	"L Herbe (Lège-Cap-Ferret)"	-1.133333333	44.78333333	3
"LA ALDEA"	"LA ALDEA"	-15.8186776	28.00640147	3
"LA ATUNARA"	"LA ATUNARA"	-5.33394349	36.18148353	3
"La Barbotière (Gujan-Mestras)"	"La Barbotière (Gujan-Mestras)"	-1.066667	44.633333	3
"La Belle Etoile (Saint-Androny)"	"La Belle Etoile (Saint-Androny)"	-0.65	45.183333	3
"La Caleta"	"La Caleta"	-16.76299911	28.10900062	3
"LA CARIHUELA"	"LA CARIHUELA"	-4.52699904	36.59599891	3
"La Ciotat"	"La Ciotat"	5.6	43.166667	3
"La Coruña"	"La Coruña"	-8.38088171	43.35488625	3
"La Cotinière (Saint-Pierre-d Oléron)"	"La Cotinière (Saint-Pierre-d Oléron)"	-1.31667	45.95	3
"LA ESCALA"	"LA ESCALA"	3.15128295	42.1210864	3
"LA ESTACA"	"LA ESTACA"	-17.97915738	27.63915071	3
"La Flotte-en-Ré (La Flotte)"	"La Flotte-en-Ré (La Flotte)"	-1.333333	46.183333	3
"La Forêt-Fouesnant"	"La Forêt-Fouesnant"	-3.983333	47.916667	3
"La Fosse (Barbâtre)"	"La Fosse (Barbâtre)"	-2.183333	46.95	3
"La Fresnaye (Erquy)"	"La Fresnaye (Erquy)"	-2.466667	48.633333	3
"LA GUARDIA"	"LA GUARDIA"	-8.87675511	41.8997343	3
"La Hume (Gujan-Mestras)"	"La Hume (Gujan-Mestras)"	-1.066667	44.633333	3
"La Linea De La Concepcion"	"La Linea De La Concepcion"	-5.3550589	36.16293158	3
"LA MADDALENA"	"LA MADDALENA"	9.013611	39.143056	3
"La Malle (Gujan-Mestras)"	"La Malle (Gujan-Mestras)"	-1.066667	44.633333	3
"La Mareschale (Saint-Seurin-de-Cadourne)"	"La Mareschale (Saint-Seurin-de-Cadourne)"	-0.783333	45.283333	3
"La Martinière (Le Pellerin)"	"La Martinière (Le Pellerin)"	-1.75	47.2	3
"La Meule (L Ile-d Yeu)"	"La Meule (L Ile-d Yeu)"	-2.333333333	46.71666667	3
"La Palmyre (Les Mathes)"	"La Palmyre (Les Mathes)"	-1.15	45.72	3
"La Passerelle (Gujan-Mestras)"	"La Passerelle (Gujan-Mestras)"	-1.066667	44.633333	3
"La Puebla Del Caramiñal"	"La Puebla Del Caramiñal"	-8.93309779	42.61066172	3
"La Restinga"	"La Restinga"	-17.90032558	27.78527988	3
"La Roche Jaune (Plouguiel)"	"La Roche Jaune (Plouguiel)"	-3.233333	48.8	3
"La Rochelle"	"La Rochelle"	-1.15	46.166667	3
"La Seyne-sur-Mer / Saint-Mandrier-sur-Mer"	"La Seyne-sur-Mer / Saint-Mandrier-sur-Mer"	5.9	43.08	3
"LA SPEZIA"	"LA SPEZIA"	9.833333	44.116667	3
"La Teste-de-Buch"	"La Teste-de-Buch"	-1.13704	44.6343	3
"La Tremblade"	"La Tremblade"	-1.133333	45.766667	3
"La Trinité-sur-Mer"	"La Trinité-sur-Mer"	-3.033333	47.583333	3
"La Turballe"	"La Turballe"	-2.516667	47.35	3
"La Vigne (Lège-Cap-Ferret)"	"La Vigne (Lège-Cap-Ferret)"	-1.133333333	44.78333333	3
"LABOE"	"LABOE"	10.21683333	54.40033333	3
"Lacka"	"Lacka"	17.570833	58.75	3
